Chemical Reaction,Stoichiometric Coefficient (Toluene),Stoichiometric Coefficient (Nitric Acid),Concentration of Toluene (mol/ml),Concentration of Nitric Acid (mol/ml),Process Temperature (Tp) (K),Maximum Temperature of Thermal Runaway (MTT) (K),Degree of Accumulation (xr),Reaction Order (Toluene),Reaction Order (Nitric Acid),Activation Energy (Ea) (kJ/mol),Arrhenius Factor (A),Td24 (K),Thermal Inertia Factor (Φ),ITHI Value (With Inertia),ITHI Value (Without Inertia)
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.8949988916878513,1.8945269717059627,725.1161200448928,1182.7566418611275,0.2921195034387512,1,1,197.51908893973135,80763511342727.97,1148.1016407660547,1.0649140731551063,0.0005136276306777,0.0004823183800698
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.3139575357635193,0.8248334571602318,652.2388293794882,898.2353365313629,0.912435127116746,1,1,77.45561850226831,77787341057152.66,1112.486087989849,0.8677133641292262,2.0963035380875685e-05,2.415894032231791e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.1578047253427627,1.59106908597053,460.09952359495213,621.6511620603966,0.3177977403084843,1,1,43.43167693229654,59955958141927.27,771.2276194635255,1.4453675329388933,3.726343175677136e-05,2.5781284626618745e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.124237311444118,1.517015636495576,683.3788043857403,1441.6046170704503,0.4385329208008068,1,1,139.8817686136998,99357179197470.56,675.3201309209851,0.3997574740792479,-1.2615201551193192e-07,-3.155713743751632e-07
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.0848263394910995,1.8904355403765705,949.083628055546,989.7095810313596,0.2872952828088419,1,1,126.3388786301467,33421931440680.207,629.0107363461477,0.6398504579801152,-5.9520936144563547e-05,-9.302319847118608e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.8145662246102816,1.9764319715752336,611.2510900277531,1379.8069545536268,0.2873092595504012,1,1,192.4846579199893,66765769892664.71,1163.2816833900167,1.1686745534192862,0.0008638730487582,0.0007391904326407
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.3660851430550351,1.3677933273664633,684.2646570326476,1012.214056420594,0.6042858004462499,1,1,111.17231026024632,98500505669586.2,1133.0905514772528,0.1516399947895133,7.994113313248148e-06,5.2717710287081745e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.7314769043660427,0.9398524560178052,945.0526089646058,1434.9888588198169,0.3674879205383323,1,1,112.8227604281095,58234987814239.266,891.7837250494974,1.871218860243456,-1.4279427268629846e-05,-7.63108344620469e-06
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.8140603161150878,0.5204129973891738,307.8407807717646,600.7935542173086,0.5285653642251077,1,1,198.8045042198807,89038851101332.53,466.234089777115,1.4333493560608883,0.00033584760667,0.0002343096644582
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.8215929823405366,0.6143940916012917,425.6807095559169,1018.7183065521602,0.8486189148095479,1,1,188.41213829835243,45207119366897.97,799.4246874299449,1.130806940969162,0.0002177475358608,0.0001925594263457
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.5315970102532337,0.8981190722009493,698.823761814303,1187.3567383775287,0.2106930713514823,1,1,81.21805837746851,95753643509915.16,699.4190361329725,0.2479709892739013,2.8440190721295012e-08,1.1469160487108769e-07
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.3894541782711043,0.6729336252488441,682.2437476413204,1032.400714650161,0.2103765338735409,1,1,93.5752371140494,83667889158216.11,802.6867908610712,0.2978435877837664,6.531605482637505e-06,2.192964948897752e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.351107377297545,1.0185912222143672,894.9740148042905,920.5633852515408,0.6686996227029227,1,1,185.1001410462694,55127415679920.93,1041.8536860816594,1.6839629578343842,2.2205794207411064e-05,1.3186628663119904e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.4648308768391028,0.6153208887298245,996.2280598641272,1074.9650009477111,0.9048524306485376,1,1,69.0670351336401,8161770364465.45,601.1407622689366,1.5223090355927502,-1.1136570437724071e-05,-7.315577965670921e-06
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.4265072566375157,0.1707823731669726,603.0629848367815,1468.4503339431446,0.9471502751939752,1,1,186.8561734353899,18750228574701.664,1121.5149980764943,0.3569634808059286,1.5775103785160815e-05,4.4192486440195016e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.3396579939619538,0.6056848991664896,647.6663266603456,1245.9191205458822,0.8993695529792548,1,1,110.46779314369074,69342280991113.26,1155.4245332897904,1.0391096147574406,2.294299405225569e-05,2.207947431764575e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.9888245828709444,1.1158668342964766,692.7101171209525,880.0846565318534,0.4675975727874313,1,1,179.0177744972236,36187131751010.18,798.12412677058,0.6854723143740392,3.379780680944731e-05,4.930586706526703e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.3776749462475548,1.9955356429133997,322.06552971497905,1439.3502850798614,0.0781737950006676,1,1,75.87717542939468,6178418800659.641,796.727823991579,1.1767271627280147,0.0007804101862621,0.0006632040212728
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.6929216848388392,1.5804859598537049,948.7234399416178,1218.6677994719057,0.7773833522042579,1,1,133.19938171991222,95175011774373.34,896.5251966074314,0.3445307926938973,-2.391642912676862e-06,-6.941739209945588e-06
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.820166219716521,0.7958807113971009,658.256495992793,1288.1636499159536,0.7829720008043226,1,1,176.45501638989106,4150416682184.623,839.6814955057195,0.2573636065041971,2.138336042216104e-05,8.308618577666816e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.7908354150894388,0.8714238187576164,785.1614311387011,1317.184902415613,0.1724365504000003,1,1,140.40256463205134,42680226680341.96,764.9584658301577,0.5102410889381401,-2.7815446021924397e-06,-5.451432004390506e-06
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.3123761790132595,1.7749089912798115,464.4951143780265,1113.0934583311562,0.2641831936674611,1,1,75.2767538162816,44526410186900.46,988.5533623034918,1.2843815066066784,0.0004914450714112,0.0003826316938412
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.3279105892888426,1.7706180182475275,588.8337725413245,633.2905458088958,0.997870034363352,1,1,42.38684949119322,41759942971204.13,590.1937459366476,0.3161409957522384,4.8187485149400345e-08,1.5242403167213769e-07
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.903634226336369,0.6087281645251291,736.8967107946713,1100.350640871284,0.0219144671709851,1,1,118.00396952451544,44466379014919.88,1192.015217618907,0.598220884490247,6.230820601307649e-05,0.0001041558521751
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.2547290322801727,0.9471143049775635,894.9380045644966,1133.630779026939,0.296375327950378,1,1,181.6590639084203,69785983441371.05,487.4295197696882,1.444301922299822,-0.0001399415012353,-9.689213804582418e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.7378810368796955,0.383830638865333,577.2502977416831,656.5679643146839,0.4422488366264409,1,1,188.8259301654019,97683798470934.05,907.3386587109428,1.012177621048404,0.0001923535644187,0.0001900393373838
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.5188939138988027,0.4883671720545187,649.9447191878404,1476.1688332110746,0.7701221716148279,1,1,137.4114350780573,11410119260016.023,513.3216845784065,0.4756906999702373,-3.6291726796749383e-06,-7.629269775301486e-06
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.4753562207891086,1.753625165652779,674.9655755533819,1449.4976670610986,0.1680654230977447,1,1,193.41843205393224,46268869439296.47,1174.5298170536669,0.1658661567781378,2.0231224418748237e-05,0.0001219731909856
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.9866979960786418,1.4430042791152868,453.5811057461669,1190.0337274759368,0.6349795418550098,1,1,61.12512856621181,79445471093988.81,746.5423826860036,0.835378988788648,8.699538962130767e-05,0.0001041388289493
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.5875749282057476,0.9303457445874784,393.9945768033883,1276.038031355789,0.2250488445773073,1,1,105.5363852571407,72256757861181.97,847.0780975377509,0.7102494474680576,0.0002532362577443,0.0003565455188273
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.0548755452805405,1.1844131092933077,818.4159396333308,953.7254324547124,0.0735099328915824,1,1,79.21734529467119,98279956988212.94,1118.3403070425543,1.638116869510236,7.612193622189535e-05,4.646917301123593e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.0965716401834835,0.4448651270808414,501.000989537692,944.0453355359782,0.8917443357004183,1,1,124.6197710842091,50982134149785.71,446.0677264594411,1.3233950177101457,-1.8651217913705497e-05,-1.4093462393395935e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.661494713230515,1.7688376511864154,447.4087258578511,658.8982520925485,0.7550819918436099,1,1,86.83370342416335,49260156499169.04,1071.23306871335,0.7661761106389854,0.0009247810686066,0.0012070084876901
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.5803910613115496,1.3007659766682818,362.74287467695007,1301.086951774386,0.960651470748306,1,1,43.54679217407348,92530928660320.92,1036.0532513298456,1.1809102230475808,0.0001526877306401,0.0001292966456383
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.4496850668954056,0.5701886860525411,807.6114059098808,1274.6957851125374,0.6234739120056522,1,1,141.59008666312783,18602897651009.777,831.7992471062697,0.4662037970440508,4.924037893258637e-07,1.0561985819247569e-06
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.0938243070613267,1.259975011775104,614.3969760011255,1048.1771295281806,0.0543174345292852,1,1,167.8530069176024,11075351305623.254,674.621226777011,1.9185038154149023,6.755225988818963e-05,3.521090724210029e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.9488459160333669,1.679156054267022,711.6717110223918,1110.4216565765337,0.7958110612374035,1,1,120.1907104721388,64883819508844.77,597.4081581997068,1.2681627714193089,-0.0001013385905146,-7.990976615817078e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.8179015195381216,1.8641919425806164,553.3678501537603,1132.36959110582,0.5989556400311841,1,1,141.85316132824514,68320294579999.27,978.6230396094564,1.1394231248837503,0.0006717669044927,0.0005895675538104
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.1001003711713639,1.1901140608347145,767.9256786182284,1435.0983859262983,0.4395681709284018,1,1,110.23641885817013,56996813032367.94,968.3876830695732,0.2654797082380584,8.258339151095018e-07,3.110723303827681e-06
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.6518809863607085,0.9101408000619076,347.69398464353856,1007.0018134149308,0.633906540511294,1,1,185.66537798092756,73540025536405.06,424.8603301387064,1.005630135360654,0.0001779343799522,0.0001769381939697
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.8845312602195051,0.1352555242327347,566.3050620243874,640.5461773491458,0.7203000196551704,1,1,144.21500914501138,9474429046748.28,1178.389254871248,0.4508031618421448,2.317530433990883e-05,5.1408921457440874e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.6957364754467683,0.3323485702431391,896.3910527293394,863.657853981894,0.4895955874914152,1,1,151.1929408541504,97216426856148.2,1050.7341775709317,1.132005320457965,2.1452736348715547e-05,1.895109144896652e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.1230978658070349,1.9346888733914256,948.6349440003456,1180.1338467099,0.4077206237624326,1,1,32.64388213221989,95889536920787.02,609.8225933303186,0.1315710077930594,-3.263272867945232e-07,-2.480237039057913e-06
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.5654136587032967,0.485048151781819,415.66652314728066,1105.083448987975,0.8590775030273751,1,1,43.72532032800231,33571118132589.04,789.2320984079097,1.2726428740587388,8.2667575199283e-05,6.495740233521906e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.1027138518504357,1.395619816275466,770.4410839698423,829.7668680387095,0.7893800447037437,1,1,72.6365349909484,11857529670789.783,1076.224853684648,1.9708216689903997,1.2740253337430766e-05,6.464437416073906e-06
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.4048358685356268,1.4802845522077093,457.0267431013365,1002.2311066651498,0.45269524486916,1,1,162.15813744593294,24566279150575.22,820.8878611254942,0.3131130316092362,0.0001835249983642,0.0005861301825127
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.6198906659351652,0.147137727080875,420.77219048097606,765.5745846694504,0.5446383301103651,1,1,78.62711432303819,62438078049796.73,730.0406931154307,0.8190481842823419,1.3402167928837516e-05,1.636310071376402e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.4983117649788382,1.370197763047616,916.1680320568184,983.4295645003416,0.147418617152595,1,1,84.46029135079121,42676084283914.81,548.9624764353043,1.6201443220194318,-0.0001249704798936,-7.713539972653781e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.8209766231275831,1.4083390892834409,326.35152878173415,927.5839259079592,0.7249460068359982,1,1,89.92283517924334,7295163667798.693,1117.2065636151506,1.1714673895467904,0.0009750134038226,0.0008323009351543
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.6765611112542518,0.9282755326931436,636.0861123333088,1360.2864611100615,0.9666774437318264,1,1,178.04945339122798,74384328350673.67,911.8006763735372,1.2166552848596837,6.815373017288961e-05,5.601728856234718e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.9591475847842048,1.9692941162274715,785.3483949293762,1186.0691320954909,0.2722173226248254,1,1,119.32281153421124,551311608678.7496,868.9587393140383,1.03078237098499,2.6552888332108617e-05,2.5759936412897068e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.6992731019212242,0.6814115998969921,664.3383900733838,1207.5096234127511,0.7766250993103465,1,1,162.70138604484032,4362885700976.929,843.4642652812834,0.7845530248797683,2.044367295360296e-05,2.6057732626467052e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.4293151822820311,0.734299922252433,667.2347711335624,708.1393670831229,0.553204353547242,1,1,148.22152918441031,47238763546836.94,777.5521674946227,1.5486755555690277,8.430263441535184e-05,5.443531029607854e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.2923603521597204,0.5651000861559071,638.58301838535,1346.3901509962716,0.9626829842478514,1,1,139.36008162035972,58845215445996.5,414.5815079740332,1.2382511667537677,-5.141637180789032e-05,-4.152337844565481e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.363471316604391,0.924190364194008,784.7947940600329,1150.7632286917549,0.1613564765656698,1,1,87.64240883002942,44962049464391.01,574.4967877779771,1.4845617998174474,-4.864710287251872e-05,-3.276866135077754e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.3066779366485233,1.0273752945034542,569.570475258362,919.8983284585768,0.9957186794247328,1,1,103.78498927131996,67785536030306.82,1095.9841600792113,0.772419230675601,0.0001898356187292,0.0002457675976855
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.6584418449593741,0.5020060556839335,362.65044862685454,845.1306894482515,0.4311458552435083,1,1,70.89335547477432,21177099874735.34,538.2970660904742,0.3216342427076462,1.1910600866232884e-05,3.703150748491411e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.351947582418941,1.2974537435275182,746.4859924070657,760.7440539237131,0.4931338976921533,1,1,74.5365188942501,6265165980427.154,668.5700678502859,0.399538332903557,-2.4994345291717613e-06,-6.255806573070649e-06
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.769179566472561,1.9972644721216304,754.0461583968021,1048.5195830705684,0.5609263944218065,1,1,176.39670758172596,25117362007073.97,978.7761216854416,0.373861707414877,8.784105085035567e-05,0.000234955998724
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.953249176856264,0.9851562849245832,416.3336437308583,1380.2411885512188,0.567606167342572,1,1,66.92237599712867,205151816629.3907,603.0455243671437,0.409700636815308,2.0094792087475e-05,4.9047500252077175e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.820937902209251,0.5093612262157223,364.2162135151115,661.0600378961075,0.1121985074570855,1,1,72.6188224419512,66628087995601.45,460.5039706728675,0.4736682993983863,3.503129217177909e-05,7.395743438239988e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.5136939573342978,0.7521373324383478,424.8646274005505,1116.9352477906652,0.4464295120145751,1,1,82.57963606314182,5442244733509.443,496.161753537068,0.2322071951339907,7.720167768131375e-06,3.324689299001523e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.8464952590020776,0.9221393377904448,468.06712739494134,1204.0461179768402,0.0815257800014163,1,1,77.93736684330833,97475836489517.88,1160.0370464511018,0.2703187657591036,9.410105259752752e-05,0.0003481114318248
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.2001486007215341,1.8811876568461143,460.9254433976553,1483.9761255374224,0.2629060091882683,1,1,192.6190547708864,78120203298047.64,1133.976706186921,1.7183160519331546,0.0002660399382574,0.0001548259634531
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.2191102810815451,1.7918021871804135,443.18077028145456,1479.3928263489229,0.3825153948087,1,1,65.30915927160983,22002847024852.195,838.785868546619,1.6696048770782912,5.8285049753779915e-05,3.490948700136483e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.2374511199743694,1.253806673192827,764.2964458004727,797.0806058858144,0.1888644168991125,1,1,155.22910372371575,28924981380024.023,627.1498914846951,1.7021258189684276,-0.0001207486872671,-7.093993048077439e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.9293396784406491,1.968110374642117,819.6634680108466,1010.0299580184928,0.9886013581170486,1,1,78.69774911857284,15241093995708.012,781.5556557198377,0.2682040955544961,-4.500849244942756e-06,-1.67814336900319e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.4183764246785623,1.415636669784447,336.65226193608527,1171.5111937437716,0.6305129941327325,1,1,52.3059422977122,30716685194512.93,946.3645852511028,1.5093966016306557,0.0002147280909478,0.0001422608814117
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.1694443689113802,1.4465843018193092,660.7957136048392,1071.4920224112388,0.7503058384632222,1,1,149.7652093971688,55259323701196.69,525.1130084222028,0.8600171526829666,-9.155668446366338e-06,-1.0645913767886729e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.6730574136360936,1.8168076720731192,975.36414389425,630.5615358157196,0.6482268277428612,1,1,44.75901117734607,48395431496861.7,835.0901531292762,1.588273190557912,-5.052910360018759e-05,-3.1813861683605106e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.023182651760265,0.4884575198418071,764.8151247039855,1253.1151985075044,0.5130836191358011,1,1,177.79382506709084,15100890625469.75,669.7193350729814,0.3818016917627992,-4.401410202801853e-06,-1.1528000786168084e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.2746840659075622,1.9283539291779148,572.5894797843728,1069.894007710711,0.3344564667914901,1,1,79.18138212973456,75839187128772.88,969.9301923296972,1.4916916620083045,0.0003288720963742,0.000220469219444
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.1579504748841939,1.092509201536922,839.7052070269198,937.0284031196848,0.7665293163880477,1,1,183.33082169102508,57459362293876.48,793.3263506676982,1.5257189264802244,-3.388204738179659e-06,-2.220726687841593e-06
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.14146445387343,0.4316371786566434,972.0407930353414,1498.5433635873112,0.0667614126202852,1,1,30.97096404065178,11938879318062.62,1110.8875733307282,0.8720700251853502,1.6172224895238095e-07,1.8544640256154706e-07
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.4544773456974809,1.4387134610533654,736.6650847446125,826.9373328529342,0.1704058998036637,1,1,113.67018712784544,10213455096110.805,499.44660952903786,0.7058001779865584,-2.773004814984139e-05,-3.928880866670664e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.172585289139043,0.229200538930397,724.1725652435563,952.2766248993356,0.3465812342412515,1,1,33.39226088423718,75186864742395.1,561.2792872049499,0.7815967734945831,-3.367471237017875e-07,-4.308450791015468e-07
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.6520681731981872,1.1422240849352587,829.8300948001172,1202.7202737555183,0.8523947936747559,1,1,64.08113607025574,27372673087232.66,631.5851511496342,1.1798358775057858,-3.4149960416672434e-05,-2.894467024419247e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.5387891627376145,1.328290188819944,889.5225801811193,733.8970307255986,0.752877145607733,1,1,158.32980996846743,75255147579476.92,492.03253436941657,1.613661952210412,-0.000125159620858,-7.756247873760937e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.7603858960540659,1.8304284442024796,811.9269236721067,1368.044893290286,0.5192571482690086,1,1,66.895877018213,70585464826287.05,559.3872267318991,1.6397990331052612,-4.275355241660155e-05,-2.6072434215087823e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.9084607526165012,0.4215704351414996,532.8797081629484,614.2524099415125,0.4442016766409299,1,1,180.93854971964168,87443003471494.78,464.8842323308215,1.379840751115604,-3.727444367219614e-05,-2.70135837357026e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.4488012919747773,1.095325653381363,728.8591266598611,1389.9190645309727,0.3723513072493887,1,1,76.15858338458456,64906730679736.58,475.15846539984744,1.0512606401527398,-1.352295223703778e-05,-1.286355801837402e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.6688516179061943,1.3315192930611326,491.2837181889076,1301.4990718406175,0.4294378301241245,1,1,135.20182479222763,48010312519034.87,750.9482399316286,0.7348413947141184,7.314041526244392e-05,9.95322470788385e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.6790270812336533,0.941453961601192,960.905636462972,1401.2008021159677,0.0684402710692768,1,1,160.14524463712306,14552471842619.83,1020.7099009429766,1.673830514313552,7.921036329642742e-06,4.732280993748765e-06
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.8064898906761969,0.7424199661531692,567.0465070328665,970.9919826331844,0.726011307071244,1,1,138.0421381944848,18819635896653.324,782.201324367895,0.4854672729987685,2.765147341828027e-05,5.695847064514773e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.7663485971849602,0.9132908046899418,309.48102674708144,1374.7153607474197,0.553011381259075,1,1,118.67055505242688,56710627047638.64,405.1489103506117,0.1666265181920028,1.0055597190382636e-05,6.034812045220573e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.2129787147689903,0.743875583872481,572.6158249443466,1378.7446501900854,0.1308741049787767,1,1,51.42267478842439,22240723011297.277,490.52983102021255,0.9397366611296796,-7.91722241798018e-06,-8.424937267492257e-06
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.4728451352069256,1.8515697074017632,412.0836830652371,1003.3492448397548,0.400501027471834,1,1,95.77367510247402,31098128003296.742,825.2364739965395,1.3536603639831206,0.0002752343178832,0.0002033259783668
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.540653103837773,1.111428144915495,665.1467376134561,1008.5051035664484,0.273256522644265,1,1,77.82515285542559,59666087657164.234,821.5600616140703,1.4352300405014191,6.704840737383994e-05,4.671613990912257e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.57657914026213,1.4849140580024247,901.6973121677796,1177.5313238424578,0.3771537039853476,1,1,133.6884271160459,47490875124292.46,475.7111589935949,1.439521876836546,-0.0002004613457206,-0.0001392555048632
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.9592086901932644,0.1328585539574569,858.1627623391263,1331.1223247761332,0.0865927499605163,1,1,197.4860828649029,44413530933548.99,594.8212316615693,1.4427103223170503,-9.753945349328396e-06,-6.760848105434755e-06
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.4594613137801449,1.50261592052665,503.3394193348272,1364.5306009362344,0.8832976451476675,1,1,70.54975579875466,73795010016683.39,1010.59586952261,1.4469106106691867,0.0003284733962102,0.0002270170622761
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.7140855708394349,0.1274942188554435,352.3517151520056,845.3522053673968,0.8942168793853987,1,1,63.73236340218955,99666994201113.94,447.46677609321733,0.5544029204934634,2.915312427812906e-06,5.2584723493484525e-06
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.8007237073424192,1.7545398070736742,690.6999099084587,1462.0196323949876,0.2706047673818574,1,1,122.90025576141174,17857172175522.44,652.374294851537,1.8062390825378936,-3.853855795098599e-05,-2.1336354817899624e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.521549432892808,0.6064452288631452,662.1341489356466,940.4399594894288,0.4040128596670113,1,1,75.66553380363374,85167022753030.03,1135.8594729724475,1.3807903448331542,0.0001107661461872,8.021938059004307e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.9488485096474324,1.1914241388630809,547.4872938107083,1188.3448484989508,0.148050052368711,1,1,70.33346618026593,47974439963790.28,828.3698170383442,0.8401119011904008,0.0001081876718897,0.000128777692277
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.1766273059978746,0.8974203546492345,882.849804834594,1048.52020323932,0.4043527458703936,1,1,129.4793124991647,39688612047311.53,1052.731421360892,1.271268628438621,5.423596932450564e-06,4.266287086083336e-06
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.7400106327495901,1.8515881226123687,464.86163300956224,1469.946094669008,0.2885775628598675,1,1,176.03246169190095,46510249081645.96,1174.544918177406,0.843944357619068,0.0004547834828236,0.0005388785157668
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.7698055584709829,1.3263900084845184,528.6437021966952,878.9683937574688,0.4426004682438324,1,1,135.94786963190376,28942808559314.938,1125.0415472146783,0.7568570984254804,0.0002550793257597,0.0003370244215062
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.0428545216115463,0.1623873152593674,969.5367680618588,1431.15782433248,0.9494989261566994,1,1,129.07570839067083,32486612723346.7,860.3057369057777,0.9123006186975524,-1.6191543605382275e-06,-1.7748035322499468e-06
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.2614359507899862,1.791587475771672,494.41600398798,727.942690059657,0.4587931046572857,1,1,105.24399084179068,48063292017375.86,734.0548036778137,0.1122902842028202,7.454486307293872e-06,6.638585306124509e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.415473181693387,0.4556393570781314,892.6424373051475,1449.7832532494942,0.8613494095332039,1,1,45.925675256658835,20537350166666.44,1084.2862077160512,0.4204109263615977,2.0658034057041e-06,4.9137719221105385e-06
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.2691608971942911,1.9195473013385251,866.7060843198019,610.7970111564081,0.5110185537417876,1,1,197.3864901820668,80572862038170.6,626.6187863918668,1.749490009733973,-0.0004402232573685,-0.0002516294776873
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,0.5168398394728679,1.6734061676097842,996.124778927201,1037.5722318947255,0.9254822039144706,1,1,38.0600357660104,88378741750962.95,570.9114123516696,0.6447216672730299,-8.765160783798645e-06,-1.35952632410704e-05
C7H8 + HNO3 -> C7H7NO2 + H2O,1,1,1.6234963200603312,1.6115703887543122,632.8916883481936,1188.9053816652515,0.9915928204798016,1,1,77.00299628560762,76537833668586.7,972.4274223660613,0.1643482743225087,2.360765070496043e-05,0.0001436440437374
